Key,Value
PCName,ACER4738Z-PC
DateTime,2018/01/29 16:24:40
UploadFW,None
WriteMAC,None
LANPort1,None
LANPort2,None
LANPort3,None
LANPort4,None
USB2.0,FAIL
USB3.0,FAIL
WPSButton,FAIL
ResetButton,FAIL
PowerLED,-
PONLED,-
INETLED,-
WLANLED,-
LAN1LED,-
LAN2LED,-
LAN3LED,-
LAN4LED,-
WPSLED,-
LOSLED,-
Error,
TotalJudged,NG
